,Text, predicted sentiment
2585,"I have Biglie coronavirus so much corona... in fact my test results were so high, so high it was the most corona ever recorded I had so much that I even gave some to my Auntie Teefa #Trump2020 #COVID19 #coronavirus",0
2586,@IvankaTrump The #COVID19  dispensary: Just like one of #Trump #TrumpRalley where #MAGA sit inches from each other   Multitude of people untested as of yet. #Barr refuses to but photos in link bellow show the close contact huging &amp; kissing - Not the disgusting people  ,0
2587,@BraveTube @pfragiskatos @CQualtro The federal government has finally given an October 30 date for the start of the $600 DTC #COVID19 payment. #DTC #Disability #UBI #BasicIncome #DisabilityTaxCredit ,0
2588,"To fight a super-spreading disease effectively, such as #COVID19, policy makers need to figure out why super-spreading happens, and they need to understand how it impacts everything, including our contact-tracing methods and our testing regimes.   ",0
2589,"We're paying a lot of attention to Trump's case, but the US just recorded the most daily #COVID19 infections in nearly 2 months  via @usatoday",0
2590,"The people attacking ""mask wearing enforcement"" include Republican Court Judges and Thugs &amp; Bullies : Is there a difference in the mentalities ? What explains the irrationality of the GOP fight against public health measures  ?  #COVID19 #COVIDIOTS #COVID #COVID__19 #coronavirus ",0
2591,"A total of 7,89,92,534 samples tested for #COVID19 up to October 3. Of these, 11,42,131 samples were tested yesterday: Indian Council of Medical Research (ICMR) ",0
2592,"US records its highest single-day increase in COVID-19 infections since mid-August, JHU data shows   #montysaiyed #COVID19 #USCovid",0
2593,"#COVID19 in Germany    as of 04.10.2020, 0:00 h  Hospitalization numbers up Infections up Number of new cases is steadily increasing  Data Robert-Koch-Institut, charts are mine #CoronaVirusDE #BesserWeiter #Corona #maskeauf  #Maskenpflicht #coronavirus #WearAMaskSaveALife ",0
2594,when we will see every human can buy his own ventilator machine from Walmart or any store so when anyone gets #covid19 he/she starts using the machine w/o worries going to the hospital or may get kicked or no insurance coverage,1
2595,This is the American Republican Party under Trump. #VoteHimOut #ThisIsAmerica #Covid19 ,0
2596,@realDonaldTrump Fake News! Hes not suck!Its the inly way he can keep his empty ego in tacked after his disastrous Debate performance! #TrumpLied200KDied #TrumpLiesMatter #TrumpLies #TrumpLiesEverytimeHeSpeaks #COVID19 ,0
2597,"With CT scans proving to be effective in detecting Covid-19 and the extent of the disease, there is a huge spike in demand of people queuing up for tests.    @sowmyamani10 #Covid19",0
2598,Has @TiffanyATrump been tested? #COVID19,0
2599,God has a plan. @POTUS and #FLOTUS caught #COVID19 to prove they are strong and capable even with the virus. #HidinBiden needs to stay isolated. #BidensEarpiece #SleepyJoeBiden #GodsPlan #Trump2020NowMoreThanEver,0
2600,Oohh tha Innanet ain't shit  #CoronaVirus #covid19 #donaldtrump #trump2020 #fdt ,0
2601,The first isnt true.  The second wasnt you.   Millions of Iowans have waited months for you to vote on the #COVID19 relief that the House passed. Keep your eye on the ball.  #iasen ,1
2602,"@realDonaldTrump Trump down played a deadly virus.  The GOP encouraged the spread and continue to.   Now a poorly run administration has allowed the ""president"" to get #COVID19  #TrumpLied200KDied #TrumpVirusDeathToll210K #TrumpVirus #BidenHarrisToSaveAmerica #BidenHarris #RepublicansForBiden ",0
2603,#UPSCPrelims2020 #COVID19 Rules For Students Appearing For UPSC Prelims 2020 Examination  ,1
2604,"@NrIsodera Halo! here is your unroll: @drsanjaygupta: According to the White House doctor, the President was actually diagnosed with #COVID19 on Wednesday  See you soon. ",1
2605,"Two of my coworkers, a family friend and my cousin died from #COVID19 at the height of Trumps lies and cover-ups. He knew it was deadly. He lied anyway.   They should still be alive.   No, I dont feel sorry for him. I cant wait to vote him out.",0
2606,"This is to all of those complaining about ""social distancing"" during the COVID-19. Imagine what I've seen and been through... #COVID19 #coronavirus ",0
2607,"A remarkable number of people have come out to wish death upon the US President.  Worse, the deranged are wishing that he survives but has long-lasting side effects.  The world is going mad. #COVID19 #SARSCoV2 #Coronavirus #WuhanVirus",0
2608,"Bars with or without a restaurant are noisy cos they play music &amp; when people drink, they tend be louder &amp; when we can't hear each other, we go closer &amp; speak loudly into the ears of each other thus breaking all social distancing rules. #COVID19 spreaders ",1
2609,This is what I hope the world learns from our #teachers on #WorldTeachersDay #5octLive  Tune into @eduint and share your ideas! #EducationForAll #COVID19 #RightToEducation @TC_ICeducation @SimUtrecht ,0
2610,"@IndiaToday Let #SushantSinghRajput Rest In Peace now ..... can we pls focus now on nose diving economy , rapid rise in  #COVID19 cases ....job losses and rapes , 91 /day !",0
2611,This tweet did not age well.  #potus #covid19 #Trump2020 ,0
2612,@CameronNewton hope you get over #COVID19 with no issues and please use your position to educate everyone that #MasksSaveLives   #FeelBetter #MaskUpAmerica #StayAtHome,0
2613,@GeorgeTakei This isn't just @realDonaldTrump and the rest of his sick family. It's the @GOP who have stood by silently and complicity as he spread misinformation on #COVID19 and mocked people for wearing facemasks and social distancing.,0
2614,If you work hard for a buck or in a disadvantaged class and have worked through and faced the danger of #covid19...this is the real elite. Does this cavalier and uneccessary party look like your America today? Vote @JoeBiden #BidenHarris2020 #Election2020 @crookedmedia @PADems,0
2615,So basically @realDonaldTrump is downplaying it as always #COVID19 #CoronavirusOutbreak #WhiteHouseOutbreak ,1
2616,Face masks cause overexposure to CO2: What study says  #CarbonDioxide #CDC #CO2 #Covid19 #ExposuretoCO2 #Facemask #Study #Surgicalmask #US ,0
2617,Maybe now Trump has time to do his taxes since he cant go anywhere. #Trump #covid19,0
2618,@Roy_Hobbs72 @NateSilver538 No it makes you a compassionate human being. I felt the same when our UK Prime Minister Boris Johnson was in hospital with #COVID19 though I hate his policies and his behaviour,0
2619,"Perhaps if you covered what was actually said by #Trump &amp; his medical team, rather than what your #Buzzfeed mates invented while waiting for a peasant on a bike to deliver their latte, reporting the facts wouldn't be such a confusing task...  #TRUMP #USpolitics #covid19 #covid_19 ",0
2620,#Trump &amp; #Christie go to the hospital 4 free monitoring of mild #COVID19 symptoms while the majority of Covid patients wait days to get test results &amp; no hospitalization b/c of costs. This is #WhitePrivilege for old rich men. #TrumpHasCovid,1
2621,"@timesofindia Let #SushantSinghRajput Rest In Peace now ..... can we pls focus now on nose diving economy , rapid rise in  #COVID19 cases ....job losses and rapes , 91 /day !",0
2622,Summary of one of the largest lawsuits in history.  #Scamdemic #COVID19 ,0
2623,"@Jim52908932 @Harley_1955 @kathy2trips @jennawadsworth @realDonaldTrump Evil? This is evil, but encouraging the nation to mock masks and think COVID is fake isnt?  200k DEAD  Is it serious? Is it not serious?  Cant be both.  #COVID19",1
2624,Indian Army ensures quality medical care to veterans amid COVID-19 pandemic #IndianArmy #army #covid19 #novelCoronavirus ,0
2625,#Indonesia#GDP is expectedto contract by 1.0% in 2020 and grow by 5.3% in 2021  ADO 2020 Update#ado2020#COVID19  via @ADB_HQ,1
2626,"Another day in this life coming to a pleasant cheerful ending after a relaxing day at home , good food and warmth , although on my own threw this covid lifes good when you stay positive and think of others too #GoodNight #COVID19 #sweetdreams #restwell",0
2627,This country feels like nothing but one big double standard bought by manufacturing and advertising. #mytwocents #thisshitsucks #DoubleStandards #VoteBlue2020 #itsbetterthanthisshit #RBGRevolution #CovidKills #COVID19 #CovidCaughtTrump #capitalism,0
2628,So I just self-isolated because my parents might have #COVID19! Expect more progress on upcoming projects!,0
2629,The Trump administration is dangerously incompetent.   #TrumpCovid  #SuperSpreaderTrump #COVID19 ,0
2630,@sharlycan If you have time listen latest news on #Covid19. I just turn it on and listen while driving. Good bit of info worth listening to. ,0
2631,Please please #Vote for @harrisonjaime for Senator from SC   #COVID19  #RBG  #VoteBlueDownBallot  #VoteBlue2020  #BlackLivesMatter  #RoseGardenMassacre ,0
2632,My goal has never been to survive #COVID19. Its been to never contract or spread it. If youre not contributing to the solution you are the problem.,1
2633,Tips to help children with autism wear face masks Check this out   #STOPTHESPREAD #California #facemask #masks #n95mask #facemasks #NYCschool #European  #pandemic #virus #health #eosarmor #covid19 #coronavirus #fabrikmask,0
2634,"Im making some pretty epic travel plans for 2022, so #covid19 this is fair warning, its time to make your exit! #jetplane #travellingtheworld #learningbeyondtheclassroom #bucklist",1
2635,@azredsoxfan65 @BevPingerelli She literally asked the Superintendent to predict the #COVID19 numbers during the school board meeting. After she lost the vote she left the meeting early.,0
2636,@ChuckGrassley Why are you refusing to get a #COVID19 test after coming into close contact with infected folks at the white house? #TrumpHasCovid,0
2637,Trump has been injected with Rabies to eat all #COVID19 cells. ,0
2638,@DeAnna4Congress So many people dying of #COVID19 ..but there is stupid people like this specimen tweeting shit like this.,0
2639,@RecoveryFitz81 @CQualtro The federal government has finally given an October 30 date for the start of the $600 DTC #COVID19 payment. #DTC #Disability #UBI #BasicIncome #DisabilityTaxCredit ,0
2640,Civil Aviation Minister Hardeep Singh Puri Saturday said domestic passenger traffic could reach the pre-Covid level by the end of current year.  Read more:   #India #COVID19 ,1
2641,The recovery rate of Mumbai District is 82 per cent. #Mumbai #COVID #COVID19 #Coronavirus #LiveUpdates #LatestNews   ,0
2642,"Protective products!  BOGO! Hand Wipes, Gloves, MASKS, Anti-bac Gels and more! GET THEM NOW!   #coronavirus #COVID19 #covidcare    ",1
2643,Latest on President Trumps positive #COVID19 diagnosis. He  released this video from Walter Reed Medical Center ,0
2644,"@realDonaldTrump #COVID19 has changed our lives. We must stop relying on China for medical drugs, medical equipment...anything related to the medical care &amp; well-being US-the world! We must stop relying on China for essential needs! Prayers for @realDonaldTrump!",0
2645,"@ScotFreeman1776 @marie5483 @MyraDSirois1 @KatiePavlich @JoeBiden Whichever way one looks,  #TrumpsAmerica's #COVID19 response  will GO DOWN as  one of THE WORST CRISES we encountered &amp; one that THE WORLD ever seen!   #COVID19 --&gt; ALWAYS been my TOP ISSUE  to #VoteHimOut   NO SYMPATHY VOTEs for #Reckless RIP 211K+--&gt; #TrumpsAmerica is NOT #MAGA",0
2646,#GOP Sen. #RonJohnson Went to Oktoberfest Party While Awaiting #COVID19 Test Results  ,0
2647,"Space shouldnt be the limitation of safe, healthy cities, &amp; creating a 6-foot city is a challenge not of epidemiology but of the geometry of street design.  @JSadikKhan  We must rethink our streets to create the six-foot city. Via @Guardian #Covid19  ",0
2648,"Smart for @Mike_Pence &amp; @KamalaHarris to #Debate in person?  - Why take chance of exposing either, #WhiteHouse staff or @JoeBiden to #COVID19/#CoronaVirus? - Wholl accompany #MikePence &amp; will they #WearMasks? - Should @KamalaHarris refuse to #Debate if no masks on #Pence team?",0
2649,@CP24 Santas real but #covid19 is a hoax?,0
2650,"A total of 7,89,92,534 samples tested for #COVID19 up to October 3. Of these, 11,42,131 samples were tested yesterday: Indian Council of Medical Research (ICMR) ",0
2651,"So I get there are folks here in #thesoo that need to travel for very important reasons such as health care, loved ones funerals, etc. For those who are travelling for fun to places with significant #COVID19 right now...think twice...pretty please",1
2652,HR Leaders... Just look what you've missed:   #humanresources #talentacquisition #ceo #hr #vp #EQ #hrleader #hiring #HRTech #recruiting #technology #career #FutureOfWork #elitetalent #covid19 #remotework ,1
2653,Another horrible consequence of #COVID19: more girls are being forced into marriage. #childmarriage   ,1
2654,"@Thereseinpdx @MeidasTouch Don't congratulate him yet, if he survives he will bill himself as the Messiah. Obviously if you fight the Messiah, that makes you the devil. This new rhetoric will kill, and not just from #COVID19",1
2655,@harryt59_harry @IshatReza The federal government has finally given an October 30 date for the start of the $600 DTC #COVID19 payment. #DTC #Disability #UBI #BasicIncome #DisabilityTaxCredit ,0
2656,It's like they're taking a page from the book of Revelations  #CovidCaughtTrump #SuperSpreader #RoseGardenMassacre #COVID19 #WhiteHouseOutbreak #whitehouse ,1
2657,"Malaysia is in the middle of #COVID19, with Saturday's daily spike of 317 new COVID-19 infections #AsiaAlbum  ",1
2658,Could someone tell @CycloneFB QB Scott Purdy's mom wearing a face mask around her neck while she's shoulder to shoulder in a packed student section is the same as not wearing one. #IowaState #TrumpVirus #COVID19 #Big12FB,0
2659,"@luna_bane A football can't get #COVID19 , but it's possible to get it from 1. p.s. 1990 MEd from UNT before Fall Semester of 88', was called UNTS &amp; DII. Now it's a DI I will always root from Mean Green- Mean Joe Greene Good Luck &amp; STAY SAFE by wearing a MASK!!!",1
2660,"Can we all agree twitter itself is run by trumpers? They ban wishing he'd die, but the rest of the ratchet, vile disgusting shit that happens on this app is totally fine. #covid19 #KarmaForTrump #twitteriscomplicit",0
2661,Whats your favorite October surprise of the week? #OctoberSurprise #TrumpIsNotWell #TrumpIsLosing   #TrumpVirus #TrumpCovid #TrumpIsAHoax #COVIDIDIOTS #COVIDIOT #COVID19 #TrumpLies #VoteBlue #VoteBlue2020,1
2662,Watching @TheWeekMSNBC on @MSNBC Did @NBCJoshua just say that Republican @ChuckGrassley has no plans of taking a #COVID19 test? ,1
2663,"At grocery store today in FL where masks are required. Some imbecile was not wearing one.  Looked like a tough guy, no one stood up to him. @RonDeSantisFL is spreading the virus in FL.  Covid-19 is right at his doorstep, thoughts and prayers. #COVID19 #Florida #leadership",0
2664,"@OperationMAGA @hplem Hmmm...What type of person knows that they were exposed to a contagious disease and then continues to spread it to others. Everyday Trump just reinforces what a puke of an individual he is. 210,000+ #COVID19 deaths. #TrumpKnewAmericansDied",0
2665,"Dont know about you, but this is a pretty moving picture. Shows just how even #COVID19 cant stop this hardworking #President. But seriously rest up, @realDonaldTrump...  ",0
2666,So that's how you keep #COVID19 from spreading. ,0
2667,Quit trying to suggest that a #narcissist may suddenly change his tune and realize the error of his ways.   #Narcissists dont think like other people. Stop trying to make people think an abnormal mind will think normally. It doesnt happen. #COVID19 #TrumpCovid #TrumpHasCovid,0
2668,"Daily #COVID__19  Test Update  Today: 04/10: 11,42,131 9456  Total: 7,89,92,534  Last  Days:  03/10: 11,32,675 02/10: 10,97,947 01/10: 14,23,052 30/09: 10,86,688 29/09: 11,42,811 28/09: 7,09,394 27/09: 9,87,861 26/09: 13,41,535 25/09: 14,92,409 24/09: 11,56,569  #COVID19 ",0
2669,"The garment factory, in which the female who tested positive for COVID-19 was employed at, has been closed indefinitely. The Minuwangoda Police said 400 employees have been directed to self quarantine at homes. #SriLanka #lka #coronavirus #COVID19 #COVID19LK #COVID19SL",0
2670,"Those at that the rose garden event who have now tested positive, how physically close other than front rows have they been to Trump? Does this now prove that 2m social distance isn't enough thus pubs etc are v.dangerous? #trump #coronavirus #COVID19 #positive #SocialDistancing",0
2671,#COVID19 Love! :) ,1
2672,Not recommended during #COVID19 but still a great reminder we all have so many things in common #makeafriend #wellbeing #dontbeastranger  ,1
2673,  She knowingly (intentionally) put these people who have Downs Syndrome at risk for contracting #Covid19. How is this not criminally negligent? ,0
2674,"On @realDonaldTrump's watch, 214,277 Americans have died from #COVID19 (20.6% of all deaths worldwide). That is about the same as 1,467 Triangle Shirtwaist Factory fires which killed 146 people in 1911: ",0
2675,Last updated: 2020-10-04 03:05:01+00:00GMT   Coronavirus [COVID-19]     Cases: 35132563     Deaths: 1037961  #corona #coronavirus #COVID19 ,1
2676,"@CBSNews 3 factors that led @POTUS to claim #ChinaVirus aka #COVID19  #CoronavirusUSA are 1- #TrumpTaxReturns #750tax 2- #WhiteSupremacy terror group #trump called""#ProudBoys"" stand back &amp;standby 3-distraction to the media not to focused #TrumpTaxes&amp;the #WhiteSupremacists 4-sympathy @cnni",0
2677,This is unfathomable #COVID19 #NoCommunication ,0
2678,@tgpawl @ma_mchugh @Stray_Inc @NDP @theJagmeetSingh @CQualtro @CPC_HQ @liberal_party The federal government has finally given an October 30 date for the start of the $600 DTC #COVID19 payment. #DTC #Disability #UBI #BasicIncome #DisabilityTaxCredit ,0
2679,Are you afraid of getting the Cold?   Then why are you worried about getting #COVID19   If all you do is watch #FakeNewsCNN then you think is #COVID19 is a death sentence ,1
2680,Would like to add #maskup - #COVID19 is not a #Hoax ,0
2681,"Some thoughts on #COVID19 #coronavirus :   Enough is Enough!  Yes, it's important we take care of ourselves but it's common sense. The nonsense has to end. People need their lives back. This has been affecting people worldwide through various ways. Let's end this! Let's Pray!",0
2682,"@FDSportsbook  Will I be getting my money back for this bet? Huge fan, not trying to degrade your company. Just wanna know. #COVID19 ",1
2683,@AndrewFeinberg @realDonaldTrump Doctors at #WalterReedHospital slyly testing if #COVID19 has erased his memory!,0
2684,@MikeCrapo Mainland China reports 16 new coronavirus cases on October 3    US rising numbers of #COVID19 cases.  Protect Americans NOW.   This is a failed Administration,0
2685,.@Frost_Sullivan's Abishek Narayanan &amp; Octavian Chelu highlight key #vehicleleasing segments (#EV #usedcar) that are expected to flourish in a post #COVID19 environment. Tune on oct. 7 into this #webinar to align your growth strategy. #leasing  ,1
2686,@iquitsmokingcig I guess this is how they're gonna start testing #covid19 vaccines on politicians huh...,1
2687,#covid19 #Ghana Update:  Cook food and meat thoroughly.  #BeSafe,1
2688,Have you cleaned your phone? Download and share this image. Get full #COVID19 #disinfectant here:  ,0
2689,#covid19 #Ghana Update:  Don't self medicate! Visit a hospital or call 112 for assistance  #BeSafe,1
2690,@blakehounshell @chrislhayes Same clothes as yesterday? Nurse says they would have taken away all his #COVID19  infected clothes  &amp; given him hospital gear  Staged yesterday in WH  #TrumpVirusDeathToll210K  #PutinsGOP COMPLICIT,1
2691,Changes might come !  Thai Govt thinking of easing quarantine rule. Thai government will unveil more details of the special tourist visa.     #Travel #Tourism #Thailand #COVID19,0
2692,Greg Schank  founder of construction at Pacific Construction Managers  found that being a #smallbusiness in #construction was actually an advantage of sorts when the economy froze during the #Covid19 #pandemic.  #SiliconValley #realestate #cre ,0
2693,@drmbarani @senatemajldr @SenSchumer @sendavidperdue Please add #s3599 to the #COVID19 relief bill Honorable Senator @HawleyMO @SenHawleyPress @senatemajldr,0
2694,Education is the key that will allow many other Sustainable Development Goals to be achieved. When people are able to get quality education they can break free from the cycle of poverty.  #SDG4 #UN75 #SDG #GlobalGoals #Agenda2030 #Covid19 #DecadeofAction #ForPeopleForPlanet ,1
2695,"Five Ways Leaders Must Communicate and Focus Their Teams During #COVID19, via Forbes ",1
2696,"The #Covid19 pandemic will hurt millions of Americans planning to retire, and it will reduce the Social Security of people born in 1960 the most.  Learn why, and how you could be affected.    #SocialSecurity #retirement #coronavirus #finance ",0
2697,So even after having #covid19 ..still no mask being worn?! ,1
2698,"Unlike its industry peers, Southwest has the combination of flexibility and resources to more or less weather #COVID19 on its own. Its a model others are struggling to replicate.  READ MORE:   #airlines #future #travel",1
2699,"Many people believe that Mr. Trump does not have Covid19. Even though his integrity is really questionable, I don't think any body would go down to this level of lying about having #Covid19 #TrumpCovid",0
2700,"Sedentary lifestyle, added stress, binge eating causing health issues in people amid #COVID19: Experts ",0
2701,The recoveries are nearing 2.50 lakh; 76 people die of virus within 24 hours #COVID #COVID19 #Coronavirus   ,0
2702,UAE citizens have been exempted from a MAJOR additional travel requirement without compromising on precautionary measures.    #uaecitizens #emirati #dubai #travel #COVID19,1
2703,Sustainable Way of Living  #Thailand #COVID19   ,0
2704,"Identify the different symptoms of the flu, #COVID19 | via @nytimes ",0
2705,"Identify the different symptoms of the flu, #COVID19 | via @nytimes ",0
2706,"The #Covid19 pandemic may have brought new challenges to the teaching profession, but public teacher Martina Cabilbigan said nothing will change her love for teaching. ",0
2707,Sources: New England Patriots QB @CameronNewton tests positive for COVID-19  via @ESPN App    #COVID19 #GoPats,1
2708,Donald Trump knew he was infected and remained publicly silent until he couldn't breathe. He wasn't going to cancel the Supreme Court nomination.   Infected Man Walking.  #TrumpCovid #GOPSuperSpreaders #ByeDon #TrumpIsANationalDisgrace #COVID19,1
2709,"Article criticizes Trump for jobless rate. Meanwhile media criticizes administration for not being pro-active in enforcing #COVID19 restrictions. You can't have it both ways, you utter assholes. Perfect illustration of how politicized the ""pandemic"" is. ",0
2710,"@chrislhayes Feb 28 'One Day Its Like a MIRACLE, It Will DISAPPEAR'  -@realDonaldTrump   AT THAT TIME, @CDCGOV WAS WARNING THAT #COVID19 WOULD SPREAD ACROSS THE UNITED STATES!!  #TrumpLies  #TrumpKnewAndDidNothing  ",0
2711,"President #DonaldTrump, who was admitted to a military hospital for treatment of #COVID19, said he has started to feel much better  ",0
2712,#COVID19 Likely To Be More Lethal In India As Winter Approaches: Health Experts  #COVIDUpdates #Doctors #nurses #coronavirus #CoronaUpdatesInIndia #India   ,1
2713,@realDonaldTrump $750 buys you a hell of a lot of #healthcare  Lucky you! Its unfortunate that since you lie so much we dont know if you actually have #COVID19 or not #TrumpLiedPeopleDied #BidenHarris2020ToSaveAmerica,1
2714,Fuck. You...You. Are. Wrong. Governor Kristi Noem has been promoting #SuperSpreaderEvents instead of being in SD as Covid numbers are worse than ever. Heartless self-promoting horror show. #CovidCaughtTrump #COVIDIOTS #COVID19 ,0
2715,"The bigger issue is that @POTUS @realDonaldTrump has 10 specialists at his beck and call and what is with the green vs blue pants? Does #ACA cover a #covid19 treatment response like that for ""regular"" Americans? Election2020 #Debates2020 #Vote #MAGA #FoxNews #CNN #VoteEarly ",0
2716,"Thank you @FDS_RCS. Routine #oralhealth care is still recovering. New IPC measures will remain post #COVID19. There is a need to educate, adapt and avail resources. ",1
2717,"Is Donald Trump playing games with the American people?  Why would he stage an elaborate video with flags and a suit, while ailing in hospital?  Is he trying to show strength or is it just another of his reality show episodes?   #covid19 #donaldtrump    @cnn ",1
2718,"The REASON 1 QUARANTINES,  U Moron,  during a worldwide #Pandemic-  Doesn't depend on you FINALLY Testing POSITIVE for #covid19.  Sometimes that takes awhile.  No. 1 Should/MUST  #Quarantine AFTER EXPOSURE-   LIKE from A #TrumpCovid #SuperSpreader!@SenRonJohnson #RonJohnson #Barr ",1
2719,"@DeLandslide2020 @Yamiche Whichever way one looks,  #TrumpsAmerica's #COVID19 response  will GO DOWN as  one of THE WORST CRISES we encountered &amp; one that THE WORLD ever seen!   #COVID19 --&gt; ALWAYS been my TOP ISSUE  to #VoteHimOut   NO SYMPATHY VOTEs for #Reckless RIP 211K+--&gt; #TrumpsAmerica is NOT #MAGA",0
2720,COVID-19 Testing Update. For more details visit:  @MoHFW_INDIA @DeptHealthRes #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19 ,1
2721,"All these #MAGAts whining about how bad it is to joke about Trump's health sure had no issue making fun of Hillary's pneumonia, acting like Kyle Rittenhouse was a hero for murdering two people, and supporting people who run over protestors. #Hypocrisy #COVID19 #COVID ",0
2722,"Worlds 2nd largest cinema operator, Cineworld, is closing ALL U.K. cinemas.  5,500 staff gone.  COVID-19 survival rate :- Aged 70 and older = of 99.946%    Why is the global economy is being destroyed?    #covid #CovidUK #Covid19UK #covid19 #lockdown #uk",0
2723,Your four friends - Masks Gloves Sanitizers Soaps  Take care. Do not relax. There aren't enough beds in Covid hospitals.  #COVID19,0
2724,NORTH DAKOTA #ND #VoteByMail New in 2020 #COVID19 counts as an excuse under 'physical incapacitation'  Application  Info  County Auditors  Track Ballot  your Balloter.aspx THREAD ,0
2725,"@randyhillier @YouTube Yes, my 5-minute July 2017 PSA: How Is This NOT #CrimesAgainstHumanity?    #Billionaires &amp; gov'ts fund the release of the deadly co-infection to several pathogens.  Gates has #Children releasing it.  50 #COVID19 #experts &amp; no answer?  ",0
2726,@DrCharlesL GOOD NEWS! We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
2727,The lie isnt that hes actually sick.   The lie is how sick he actually is.   #TrumpCovid #Covid19 #Trumpweak #Hidethetruth #vitalsign #WearAMask  @realDonaldTrump @POTUS,0
2728,"VIDEO: 2020 OCT 04 ENOUGH MSM SEWER; THE PRES TRUMPS HEALTH! SEE FOR YOURSELF TRUMP AT WALTER REED HOSPITAL  #4cminewswire, #Trump, #Melania, #WalterReedHospital, #MainstreamMedia, #COVID19, #4cminews, #4CMiTV, #4CM2020OCT03,  WATCH HERE:  ",0
2729,632 new cases and 6 new deaths in Pakistan   [4:28 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic,1
2730,"@JuddLegum @MarkMeadows COVER YOUR NOSE, TOO! What a complete idiot! No wonder everyone in the white house is getting Covid-19! The cluelessness is astounding! #COVID19 #WearAMask CORRECTLY!",1
2731,KENTUCKY NEW for 2020 #COVID19 counts as a reason to #VoteByMail #KY  Info  County Clerks. Find here:  #AbsenteeVoting #DemCastKY  Track  THREAD  Further details &amp; All 50 States here  ,0
2732,"@TravisLoya @doritmi I'm sure we would have known if Trump had previously gotten #COVID19. He barely wears masks and is always around many other people. He's either extremely lucky or, more likely, positive people in his orbit have been filtered via frequent testing before coming in contact w him.",0
2733,"President and Melania Trump contract #COVID19. He is flown to Walter Reed Medical Center. Many Democrats blame Trump for getting it. Many others celebrate and/or hope for his death. Former Hillary spokesperson, @ZaraRahim said 'I hope he dies.' Many others wish for suffering too.",0
2734,"OK @realDonaldTrump SUPPORTERS, THIS IS PROOF THAT #COVID19 IS NOT THE HOAX THE @POTUS CLAIMED IT TO BE! WEAR A MASK, SOCIAL DISTANCE AND WASH YOUR HANDS!  #TrumpCovid  #TrumpLiesAmericansDie  @WhiteHouse  #MAGA2020  #DonaldTrump ",0
2735,WATCH: @POTUS @realDonaldTrump arriving at Walter Reed Medical Center in Bethesda on Friday. We are living in historic times in #MoCo #COVID19 ,0
2736,Survival of #SARS_CoV_2 and influenza virus on the human skin: Importance of hand hygiene in #COVID19 | Clinical Infectious Diseases | Oxford Academic // the 9 hrs survival can facilitate transmission! ,0
2737,"@AlFromTehBlock @DouthatNYT Thanks, Hank!  Interestingly, the group that conducted this study - @ScienceAlly - is ""a nonprofit devoted to using science to enhance food security &amp; improve environmental sustainability.""  #Trump #CCPVirus #WuhanVirus #coronavirus #COVID19 #misinformation? #conspiracytheorists?",0
2738,The paper Trump is signing on the right is.... blank #trump #trumpcovid #covid19 #uspoli ,0
2739,"To put that into perspective, Chinas population is roughly 1.4 billion. So that is one person out of every 87,500,000 people got #COVID19. That would be like four people in America getting it. Scary, huh? ",1
2740,@sweeneykitkat @BCANDS1 @Sarah_Colero The federal government has finally given an October 30 date for the start of the the $600 DTC #COVID19 payment. #DTC #Disability #UBI #BasicIncome #DisabilityTaxCredit ,0
2741,@AGobsmack GOOD NEWS! We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
2742,"@lanewood @TheBigDS3 Um  choose not to quarantine , how rude medically negligent can one person be!! #COVID19 #TrumpKnewVoteBlue #BidenHarris",0
2743,"@realDonaldTrump Speedy recovery. Again, never forget #China - dont let it be the hero. All started from its covering up.   #COVID19  #Wuhan #NeverForget",0
2744,Like a Shakespearean tragedy: Delay of the next Bond film leads to shutter of nearly 550 #RegalCinemas movie theaters across the US.     #COVID19,0
2745,@AlistairHaimes GOOD NEWS! We are waiting for this #ClassActionLawSuit to jump out of the starting blocks &amp; slam all the globalists in the place that hurts the most.... THEIR POCKETS. This #COVID19 &amp; #PCRfraud ends NOW. ,1
2746,#Maharashtra government released #COVID19 compliance standard operating procedures (SOPs) and called upon various associations to spread awareness for its effective implementation. ,0
2747,"Here who Im thinking about: the staff, the servers,the cleaning crewthe #EssentialWorkers put at risk and who arent getting their #healthcare paid for by the #WeThePeople Oh, and yeahwhove most likely paid more than $750 in taxes. #COVID19 #ContactTracing ",0
2748,"Considering Melania has tested positive, why is she not visiting with Trump at Walter Reed? There's plenty of room in the President's suite.  #TrumpVirus #PublicHealthCrisis #CommunicableDisease #coronavirus #COVID19 #TrumpHasCovid ",0
2749,The POTUS gets #COVID19 and suddenly everyones medical expert. ,1
2750,"@KatiePhang @neeratanden Tomorrow the whole @GOP will have #COVID19 and they will halt the election!  People,.... DO NOT BE DISTRACTED! Rally your friends and families to VOTE @JoeBiden AND DO NOT HET WRAPPED UP IN TRUMP COVID19 VIRUS BLAH, BLAH, BLAH. #WearADamnMask ",0
